country,year,rgdpe,rgdpo,pop,emp,hc,ccon,cda,cgdpo,cn,ck,ctfp,cwtfp,csh_c,csh_g,csh_r,Country Code,Region,Income Group,gdp_g,gdppc,rel_emp,gdppc_log
ABW,1991,2804.50048828125,3177.45751953125,0.064622,0.029200000688433647,,1633.4267578125,2790.426025390625,2809.1650390625,9223.2216796875,0.00016520048666279763,,,0.47081634402275085,0.1106470599770546,-0.03698340058326721,ABW,Latin America & Caribbean,High income,7.96287249633609,43398.540563295006,0.4518585108544095,10.678181091949229
ABW,1992,2944.51611328125,3370.53759765625,0.06823499999999999,0.030903272330760956,,1722.1051025390625,2955.2958984375,4018.35888671875,10109.283203125,0.00017745440709404647,,,0.3468092381954193,0.08175008744001389,-0.03538302704691887,ABW,Latin America & Caribbean,High income,5.88235294117648,43152.57731781711,0.4528947362901877,10.672497423993603
ABW,1993,3131.370849609375,3698.532470703125,0.072504,0.03291180729866028,,1860.49755859375,3167.873291015625,3900.73046875,11047.23828125,0.000189022917766124,,,0.3878714442253113,0.08908987790346146,-0.0351187065243721,ABW,Latin America & Caribbean,High income,7.30769230769231,43188.93922555135,0.4539309182756852,10.673339705003704
ABW,1994,3537.953369140625,4172.82421875,0.07669999999999999,0.03489597886800766,,2015.9986572265625,3393.726806640625,4363.7060546875,12078.2626953125,0.0001922350493259728,,,0.37260010838508606,0.08939219266176224,-0.04044847935438156,ABW,Latin America & Caribbean,High income,8.20390282755874,46127.16257028195,0.4549671299609865,10.739157265236324
ABW,1995,3412.87451171875,4184.15625,0.08032399999999999,0.03662801533937454,,2034.535400390625,3435.05078125,4252.333984375,13159.6611328125,0.0002082022256217897,,,0.39033806324005127,0.08811341226100922,-0.030581891536712646,ABW,Latin America & Caribbean,High income,2.54714390872286,42488.85154771613,0.45600337806103464,10.656997003977185
ABW,1996,3428.60107421875,3977.093017578125,0.0832,0.03802569583058357,,2167.170654296875,3444.941162109375,3990.846435546875,14112.3896484375,0.00021654843294527382,,,0.4499441385269165,0.0930912047624588,-0.03432575240731239,ABW,Latin America & Caribbean,High income,1.18578817164948,41209.14752666767,0.45703961334836024,10.626415538039497
ABW,1997,3718.44140625,4282.01025390625,0.085451,0.03914304077625275,,2264.614013671875,3740.265869140625,4193.39208984375,15278.1962890625,0.0002245502546429634,,,0.4259083569049835,0.11413513123989105,-0.017507269978523254,ABW,Latin America & Caribbean,High income,7.04687397800629,43515.48146013505,0.45807586542290607,10.680872049396234
ABW,1998,3992.376708984375,4660.5771484375,0.087277,0.04006992653012276,,2367.511962890625,4025.802001953125,4807.5126953125,16680.453125,0.0002322234504390508,,,0.39558467268943787,0.09687618911266327,-0.02027752995491028,ABW,Latin America & Caribbean,High income,1.99198585247487,45743.74358633289,0.4591120974612184,10.730810309140928
ABW,1999,4032.622314453125,4854.15087890625,0.089005,0.04095550253987312,,2451.807373046875,4110.92138671875,5244.009765625,17997.326171875,0.00023881325614638627,,,0.37793582677841187,0.0896085724234581,-0.021744102239608765,ABW,Latin America & Caribbean,High income,1.23804210577066,45307.81770072608,0.46014833481122547,10.72123487275654
ABW,2000,4031.13427734375,4129.5126953125,0.09085299999999999,0.04190000146627426,,2438.68701171875,3793.47509765625,4519.5126953125,18856.412109375,0.00023673672694712877,,,0.4232558608055115,0.11633487045764923,-0.022755645215511322,ABW,Latin America & Caribbean,High income,7.61658819396467,44369.85325023665,0.46118456700686017,10.700315536957898
ABW,2001,4122.95849609375,4728.453125,0.092898,0.04280765727162361,,2538.510986328125,3939.20458984375,4979.92822265625,19783.5859375,0.00023978244280442595,,,0.3936736285686493,0.11607484519481659,-0.010781840421259403,ABW,Latin America & Caribbean,High income,-2.97125672435799,44381.56360840653,0.4608027866221406,10.70057942814189
ABW,2002,4101.703125,3555.26123046875,0.094992,0.04373630881309509,,2604.543701171875,4212.50830078125,3924.565185546875,20915.6015625,0.000254265934927389,,,0.5126928687095642,0.15095862746238708,-0.003254714421927929,ABW,Latin America & Caribbean,High income,-3.2736464106481,43179.45853335018,0.4604209703248178,10.673120164234506
ABW,2003,4209.14013671875,3701.983642578125,0.09701699999999999,0.04463162273168564,,2707.093017578125,4471.07958984375,4053.20166015625,22329.81640625,0.0002696493174880743,,,0.5104562044143677,0.15743382275104523,-0.002240492030978203,ABW,Latin America & Caribbean,High income,1.97554726158631,43385.59362502191,0.4600391965499412,10.677882720858932
ABW,2004,4548.9912109375,4227.81201171875,0.09873699999999999,0.04538519307971001,,2775.177978515625,4643.45751953125,4531.2978515625,23898.25,0.0002854911144822836,,,0.46881014108657837,0.14363649487495422,-0.008778942748904228,ABW,Latin America & Caribbean,High income,7.91156346581525,46071.79892985913,0.45965740380718484,10.73795630491798
ABW,2005,4705.818359375,4568.4189453125,0.100031,0.0459417924284935,,2927.564208984375,5157.103515625,4559.95654296875,25921.634765625,0.0003102914779447019,,,0.4894492030143738,0.152566596865654,-0.00815633125603199,ABW,Latin America & Caribbean,High income,1.21434934877203,47043.60007772591,0.45927554886478694,10.758830111908646
ABW,2006,4748.85888671875,4846.3828125,0.100834,0.046272095292806625,,2986.2373046875,5307.38525390625,4704.29052734375,28037.54296875,0.0003288928419351578,,,0.4898312985897064,0.14495888352394104,-0.006558961700648069,ABW,Latin America & Caribbean,High income,1.05060752796375,47095.80981334421,0.4588937788127678,10.759939312423747
ABW,2007,4863.89208984375,4755.2431640625,0.10122199999999999,0.04641149938106537,,3150.649169921875,5329.16796875,4543.62158203125,30025.533203125,0.00034249736927449703,,,0.5393176078796387,0.1541048288345337,-0.01222706213593483,ABW,Latin America & Caribbean,High income,1.80022597148812,48051.72877283348,0.45851197744626043,10.780033392374188
ABW,2008,4786.5771484375,4888.021484375,0.10135799999999999,0.0464351586997509,,3036.27294921875,5250.875,4608.0390625,32061.74609375,0.00036101951263844967,,,0.5050150752067566,0.15389272570610046,-0.011599094606935978,ABW,Latin America & Caribbean,High income,-0.0907080463222769,47224.463273125955,0.45813017916445575,10.76266732699281
ABW,2009,4350.8447265625,4247.33740234375,0.10145499999999999,0.04644085839390755,,2972.991943359375,4782.95703125,4148.9833984375,33503.96484375,0.00040140742203220725,,,0.5339199900627136,0.18263912200927734,0.0002622647152747959,ABW,Latin America & Caribbean,High income,-10.5197485358487,42884.47810913706,0.4577483455118777,10.666265223807207
ABW,2010,4012.711669921875,3933.4677734375,0.101669,0.04650000110268593,,2974.590087890625,4555.30712890625,3775.287109375,34614.17578125,0.0004224278382025659,,,0.5875797867774963,0.2003311812877655,0.006078639533370733,ABW,Latin America & Caribbean,High income,-3.68502938723299,39468.38928210049,0.4573665630889055,10.583255359161933
ABW,2011,4092.740966796875,4009.232421875,0.102046,0.045689936727285385,,3069.79931640625,4649.52490234375,3779.2451171875,35534.9609375,0.00043220067163929343,,,0.6117169857025146,0.20056140422821045,-0.0023048431612551212,ABW,Latin America & Caribbean,High income,3.44605475040258,40106.82404794774,0.4477386348047487,10.599301774575704
ABW,2012,3934.018310546875,3899.813232421875,0.10256,0.04592007398605347,,3154.45849609375,4513.759765625,3658.76123046875,32822.875,0.0003990510886069387,,,0.638239860534668,0.2239258885383606,0.005024502519518137,ABW,Latin America & Caribbean,High income,-1.36986301369863,38358.21285634628,0.4477386309092577,10.554723939182844
ABW,2013,3968.85888671875,4674.09765625,0.103159,0.046188268810510635,,3226.2314453125,4390.3232421875,4376.82763671875,28567.58203125,0.0003460118896327913,,,0.5427154302597046,0.19440099596977234,0.0,ABW,Latin America & Caribbean,High income,4.19823232323233,38473.219852060894,0.4477386249431522,10.55771768998396
ABW,2014,3905.87744140625,4075.201171875,0.10377399999999999,0.046463627368211746,,3136.324462890625,4202.873046875,3819.866455078125,26377.216796875,0.0003214772150386125,,,0.61562180519104,0.20543424785137177,0.0,ABW,Latin America & Caribbean,High income,0.299999999999983,37638.30479124106,0.447738618230113,10.535777555257924
ABW,2015,3959.592529296875,3921.183349609375,0.10434099999999999,0.04671749845147133,,3029.99560546875,3972.749267578125,3963.4560546875,23630.02734375,0.0002876758808270097,,,0.5744925737380981,0.18999063968658447,1.9135422917315736e-06,ABW,Latin America & Caribbean,High income,5.70000087589398,37948.57754187592,0.44773864972993677,10.54398729969378
ABW,2016,3953.522216796875,3320.976806640625,0.10487199999999999,0.04695524647831917,,3025.953857421875,3915.882080078125,3387.833740234375,20386.876953125,0.0002501615381333977,,,0.6730298399925232,0.22015270590782166,0.0,ABW,Latin America & Caribbean,High income,2.09999958566985,37698.54886716069,0.44773863832404426,10.537376881108033
ABW,2017,3979.910400390625,3062.58056640625,0.105366,0.04717642813920975,,3044.065673828125,3912.31787109375,3062.58056640625,18128.181640625,0.00022360685397870839,,,0.7497295141220093,0.2442249059677124,-1.487946779541371e-16,ABW,Latin America & Caribbean,High income,1.9999991044233,37772.24532003327,0.4477386266842221,10.539329861120772
ABW,2018,3927.566650390625,3444.65869140625,0.105845,0.0473908968269825,,3040.981201171875,3903.104736328125,3466.725830078125,18285.02734375,0.00022321297728922218,,,0.661908745765686,0.2152824103832245,6.378183456945408e-07,ABW,Latin America & Caribbean,High income,0.0,37106.77547726038,0.44773864449886625,10.521554859340586
ABW,2019,3921.26123046875,3467.299560546875,0.10631399999999999,0.0476008877158165,,3023.69482421875,3877.65966796875,3466.241943359375,18458.134765625,0.00021955897682346404,,,0.6582421660423279,0.21408440172672272,2.1256914806144778e-07,ABW,Latin America & Caribbean,High income,0.0,36883.77100352494,0.44773865827470044,10.515526923081168
AGO,1970,28969.109375,28522.482421875,5.890365,3.6662073135375977,1.015685796737671,18376.109375,29291.8671875,28822.798828125,117665.375,,,,0.422242134809494,0.21531251072883606,-0.014418834820389748,AGO,Sub-Saharan Africa,Lower middle income,0.0,4918.0499637968105,0.6224074931753122,8.500667382097612
AGO,1971,30687.421875,30435.849609375,6.040776999999999,3.7424840927124023,1.018195629119873,19447.2109375,31141.0546875,30987.2421875,124875.6015625,,,,0.41327908635139465,0.21430855989456177,-5.620355295832269e-05,AGO,Sub-Saharan Africa,Lower middle income,0.0,5080.045476765655,0.6195368729407497,8.533075492651681
AGO,1972,30796.365234375,30127.36328125,6.248552,3.853271245956421,1.0207115411758423,19480.87890625,31305.890625,30737.00390625,131892.453125,,,,0.41388770937919617,0.21990467607975006,-0.028899183496832848,AGO,Sub-Saharan Africa,Lower middle income,0.0,4928.56028634714,0.6166662685941352,8.502802193220422
AGO,1973,33606.765625,32514.119140625,6.496962,3.987807035446167,1.0232337713241577,20975.380859375,33851.7265625,33386.03515625,139471.671875,,,,0.40860727429389954,0.21966080367565155,-0.03918813541531563,AGO,Sub-Saharan Africa,Lower middle income,0.0,5172.689270000348,0.6137956533293818,8.551148000540449
AGO,1974,34613.85546875,32680.583984375,6.76138,4.1306962966918945,1.0257622003555298,21667.513671875,35407.734375,34559.40234375,147591.6875,0.005369081627577543,0.5511159300804138,0.5645551085472107,0.40511104464530945,0.2218533158302307,-0.10050039738416672,AGO,Sub-Saharan Africa,Lower middle income,0.0,5119.34774687268,0.6109250325661174,8.540782316729421
AGO,1975,32736.13671875,30533.283203125,7.024,4.270974159240723,1.0282968282699585,20468.5703125,33754.6015625,32458.76953125,154499.953125,0.005483874585479498,0.5105997920036316,0.5358715057373047,0.4093624949455261,0.22123968601226807,-0.1350276917219162,AGO,Sub-Saharan Africa,Lower middle income,0.0,4660.611719639806,0.6080544076367771,8.44690198881347
AGO,1976,31027.259765625,29695.130859375,7.279509,4.405440807342529,1.0308377742767334,19363.591796875,31819.0078125,31391.470703125,160158.765625,0.005503586493432522,0.4730947017669678,0.47854819893836975,0.4009177088737488,0.2159247100353241,-0.05742174759507179,AGO,Sub-Saharan Africa,Lower middle income,0.0,4262.273700825839,0.6051837846951669,8.357558029467064
AGO,1977,31654.453125,31375.712890625,7.533735,4.537667274475098,1.0333850383758545,19685.482421875,32404.4375,32863.4921875,166377.546875,0.0054696169681847095,0.4804290533065796,0.4684954285621643,0.38630619645118713,0.21270139515399933,0.025574298575520515,AGO,Sub-Saharan Africa,Lower middle income,0.0,4201.694528012998,0.6023130989442949,8.343243181954456
AGO,1978,29536.048828125,28078.90234375,7.790706999999999,4.67008113861084,1.0359385013580322,18708.98046875,30575.521484375,29549.97265625,171251.265625,0.005339000374078751,0.4205882251262665,0.43078354001045227,0.40830254554748535,0.22482767701148987,-0.09364442527294159,AGO,Sub-Saharan Africa,Lower middle income,0.0,3791.189789081402,0.599442533086001,8.240435177328745
AGO,1979,29828.99609375,28697.123046875,8.058067,4.807216644287109,1.0384982824325562,18632.009765625,30412.12109375,30551.35546875,176409.984375,0.005281469319015741,0.42615172266960144,0.4223574101924896,0.3867379128932953,0.2231207638978958,-0.044915828853845596,AGO,Sub-Saharan Africa,Lower middle income,0.0,3701.7557801083067,0.5965719376976029,8.216562521240519
AGO,1980,30380.06640625,28927.419921875,8.341289,4.952234268188477,1.0410643815994263,18726.81640625,30072.29296875,31178.4765625,180757.296875,0.005100250709801912,0.42775434255599976,0.4153682291507721,0.414683073759079,0.18594974279403687,-0.05343377962708473,AGO,Sub-Saharan Africa,Lower middle income,0.0,3642.1308992231297,0.5937013174089133,8.200324201218587
AGO,1981,29912.49609375,28634.07421875,8.640445999999999,5.103068828582764,1.050380825996399,19331.791015625,30817.431640625,30805.71484375,186040.40625,0.005147475283592939,0.40799885988235474,0.40939414501190186,0.4264833927154541,0.20105572044849396,-0.06862621754407883,AGO,Sub-Saharan Africa,Lower middle income,-4.40000121936168,3461.9157499219373,0.5906024791524378,8.149577399773353
AGO,1982,30552.607421875,28998.65625,8.95295,5.259891033172607,1.0597805976867676,20227.181640625,33342.19140625,31218.009765625,192321.421875,0.005317592993378639,0.404123455286026,0.4303266704082489,0.4230286777019501,0.22490443289279938,-0.1297917515039444,AGO,Sub-Saharan Africa,Lower middle income,0.0,3412.574338276769,0.5875036756792574,8.135222223366354
AGO,1983,31005.7265625,29083.146484375,9.278096,5.422164440155029,1.0692644119262695,21322.248046875,32500.73828125,31163.55078125,195526.078125,0.005451483186334372,0.38028526306152344,0.3905685842037201,0.4585225284099579,0.22568215429782867,-0.13143539428710938,AGO,Sub-Saharan Africa,Lower middle income,4.20000142834162,3341.8199771267728,0.5844048649803828,8.114270840896204
AGO,1984,34438.75,31850.689453125,9.614754,5.589114665985107,1.0788332223892212,22871.751953125,34551.796875,33838.43359375,199768.9375,0.005487163085490465,0.3858095109462738,0.38236385583877563,0.42451271414756775,0.2513977587223053,-0.13052213191986084,AGO,Sub-Saharan Africa,Lower middle income,6.000002164373,3581.864913028456,0.5813060496384107,8.18363886918714
AGO,1985,35114.29296875,32966.546875,9.961997,5.760098457336426,1.0884875059127808,25297.591796875,34533.8671875,35775.9765625,202318.234375,0.005488171242177486,0.38901621103286743,0.36314043402671814,0.4890272319316864,0.21808390319347382,-0.11121763288974762,AGO,Sub-Saharan Africa,Lower middle income,3.49999948953467,3524.8246881373284,0.5782072065808116,8.167585980147848
AGO,1986,30319.908203125,29358.6796875,10.320110999999999,5.935182571411133,1.0982283353805542,24323.2109375,32065.384765625,31471.435546875,203324.09375,0.005477528553456068,0.32801249623298645,0.3231523334980011,0.5049282312393188,0.2679380178451538,-0.08382425457239151,AGO,Sub-Saharan Africa,Lower middle income,2.9000017426512,2937.9440010989224,0.575108404494015,7.98546529634078
AGO,1987,34479.484375,32969.546875,10.68925,6.114353179931641,1.1080563068389893,24249.951171875,33065.40625,35511.828125,205178.71875,0.005453713703900576,0.35510748624801636,0.32083094120025635,0.4339708685874939,0.24889883399009705,-0.05441000312566757,AGO,Sub-Saharan Africa,Lower middle income,4.08274863648847,3225.622412704353,0.5720095591301205,8.0788812067959
AGO,1988,32761.546875,31056.705078125,11.06805,6.296732425689697,1.1179721355438232,24786.224609375,31366.015625,33438.0703125,205934.484375,0.005465148016810417,0.3183039426803589,0.29224300384521484,0.4614817500114441,0.27977585792541504,-0.07078380137681961,AGO,Sub-Saharan Africa,Lower middle income,6.12889047620016,2960.010740374321,0.5689107318533705,7.992948175816362
AGO,1989,34640.91796875,33118.72265625,11.454777,6.4812493324279785,1.1279767751693726,25847.611328125,31793.599609375,35471.6015625,205976.734375,0.005523075815290213,0.3250581920146942,0.28719407320022583,0.4779670834541321,0.25071755051612854,-0.04238436743617058,AGO,Sub-Saharan Africa,Lower middle income,0.0416214618442581,3024.1459933048022,0.5658119169345661,8.014384014343328
AGO,1990,36310.5546875,35987.328125,11.848386,6.667242050170898,1.1380709409713745,25410.310546875,31595.203125,37988.03515625,205150.375,0.005651109851896763,0.33320924639701843,0.27372685074806213,0.44597357511520386,0.2229294329881668,-0.03285536542534828,AGO,Sub-Saharan Africa,Lower middle income,-3.45009868360484,3064.5992363432456,0.5627131028792359,8.027672084957608
AGO,1991,33509.2890625,33312.19140625,12.248901,6.8643693923950195,1.1530400514602661,20298.51171875,34230.5625,33016.96875,211975.328125,0.006118314806371927,0.27087506651878357,0.27982133626937866,0.31531259417533875,0.2994776666164398,-0.10922688990831375,AGO,Sub-Saharan Africa,Lower middle income,0.991359301460875,2735.6975995234184,0.5604069616037406,7.91414174614396
AGO,1992,38332.8515625,38985.7890625,12.657366,7.066922664642334,1.1682062149047852,18263.322265625,40774.7421875,42753.703125,228045.59375,0.006939897779375315,0.3100626468658447,0.29387712478637695,0.20004594326019287,0.2271292805671692,-0.12272635847330093,AGO,Sub-Saharan Africa,Lower middle income,-5.83828073313141,3028.5014719887217,0.5583249046162001,8.015823212466358
AGO,1993,33135.31640625,33555.55859375,13.075049,7.271164894104004,1.183571696281433,11654.8349609375,29244.705078125,35172.16796875,238812.8125,0.007447818294167519,0.23852336406707764,0.19565488398075104,0.18849167227745056,0.142873615026474,-0.023128122091293335,AGO,Sub-Saharan Africa,Lower middle income,-23.9834174420578,2534.240323401465,0.5561099537067895,7.837649195926903
AGO,1994,36157.69140625,35790.5390625,13.503746999999999,7.466423988342285,1.1991393566131592,13849.7255859375,30597.189453125,36822.78125,248751.484375,0.007816988974809647,0.23255407810211182,0.1905333548784256,0.20490922033786774,0.1712091863155365,0.013188745826482773,AGO,Sub-Saharan Africa,Lower middle income,1.33936343647991,2677.6043276173646,0.5529149789567507,7.89267776612578
AGO,1995,36550.82421875,31983.10546875,13.945205999999999,7.6701836585998535,1.214911699295044,16738.951171875,36944.546875,32026.1796875,262873.25,0.008715755306184292,0.1836063712835312,0.2092352956533432,0.2773609161376953,0.2453036904335022,-0.34573066234588623,AGO,Sub-Saharan Africa,Lower middle income,15.0000000288634,2621.031501345337,0.5500229726688766,7.871323222078093
AGO,1996,48771.6015625,40620.8203125,14.400718999999999,7.890860557556152,1.2308915853500366,11766.029296875,41095.2734375,39732.5625,286898.125,0.009933043271303177,0.20128414034843445,0.20556695759296417,0.21304172277450562,0.08308890461921692,-0.2320837825536728,AGO,Sub-Saharan Africa,Lower middle income,13.5443697551026,3386.747672980773,0.5479490682066744,8.12762535136554
AGO,1997,45720.8046875,41782.3203125,14.87157,8.147480010986328,1.2470816373825073,22206.689453125,44812.6953125,40691.0625,301459.9375,0.010306376032531261,0.19152294099330902,0.2082986682653427,0.2913091778755188,0.25442954897880554,-0.25902020931243896,AGO,Sub-Saharan Africa,Lower middle income,7.27427735460373,3074.3764570586695,0.5478560778039123,8.030857381486038
AGO,1998,47414.22265625,43945.71484375,15.359601,8.429095268249512,1.2634847164154053,22470.955078125,53500.7578125,43199.82421875,325978.3125,0.010961123742163181,0.18353626132011414,0.22317622601985931,0.39105862379074097,0.12910450994968414,-0.3885374665260315,AGO,Sub-Saharan Africa,Lower middle income,4.69114645093552,3086.943642367403,0.5487834787016611,8.034936767894758
AGO,1999,49751.9921875,42790.30078125,15.866869,8.73093318939209,1.2801034450531006,26444.734375,51616.6953125,42868.44921875,342108.78125,0.011339197866618633,0.1683235913515091,0.19702117145061493,0.3261743485927582,0.29070672392845154,-0.4240064322948456,AGO,Sub-Saharan Africa,Lower middle income,2.18148971840458,3135.58977435939,0.5502618814960967,8.050572561166051
AGO,2000,40896.87890625,36538.80859375,16.395473,9.063554763793945,1.296940803527832,20038.95703125,34430.72265625,37817.1171875,343557.875,0.010857591405510902,0.14244413375854492,0.1247515007853508,0.2828628718852997,0.24702835083007812,-0.4017528295516968,AGO,Sub-Saharan Africa,Lower middle income,3.05462423430785,2494.400674274539,0.5528083736159333,7.821803768618797
AGO,2001,40838.36328125,39557.390625,16.945753,9.396174430847168,1.3084863424301147,27040.22265625,40403.33203125,39914.6640625,345280.34375,0.010524176061153412,0.14787593483924866,0.1436377763748169,0.47682756185531616,0.2006232738494873,-0.2529992461204529,AGO,Sub-Saharan Africa,Lower middle income,4.2059985561951,2409.9468038540394,0.5544855062414262,7.787359953151476
AGO,2002,46391.69140625,44386.85546875,17.519417,9.701180458068848,1.3201346397399902,27705.3828125,42306.40625,46788.27734375,348801.59375,0.010262728668749332,0.1714862734079361,0.14763124287128448,0.3908092975616455,0.2013344019651413,-0.19742648303508759,AGO,Sub-Saharan Africa,Lower middle income,13.6656865230232,2648.0157077287445,0.5537387721331621,7.881565848961037
AGO,2003,48488.30859375,48612.578125,18.121479,9.990836143493652,1.331886649131775,29911.638671875,46370.453125,50810.56640625,356889.25,0.010769311338663101,0.17593815922737122,0.15242218971252441,0.3880956470966339,0.20059369504451752,-0.18530087172985077,AGO,Sub-Saharan Africa,Lower middle income,2.98985001039553,2675.7368200327355,0.5513256475088845,7.891980068142828
AGO,2004,57571.0390625,58740.80078125,18.758145,10.279460906982422,1.3437433242797852,31152.150390625,50252.26953125,62210.6484375,368675.78125,0.010748798958957195,0.2067728042602539,0.15765301883220673,0.32858216762542725,0.17217054963111877,-0.09136109799146652,AGO,Sub-Saharan Africa,Lower middle income,10.9528617687103,3069.1221899873362,0.5479998638981851,8.029146868094793
